GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G4900350","2010","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",56711,"Salt Lake County, Utah",1238
"G4900490","2010","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",54275,"Utah County, Utah",2057
"G4900530","2010","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",49058,"Washington County, Utah",3168
"G4900570","2010","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",53569,"Weber County, Utah",2518
"G5000070","2010","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",55764,"Chittenden County, Vermont",4268
"G5100030","2010","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",59499,"Albemarle County, Virginia",5892
"G5100130","2010","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",94986,"Arlington County, Virginia",4776
"G5100150","2010","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",49903,"Augusta County, Virginia",3193
"G5100190","2010","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",49002,"Bedford County, Virginia",4798
"G5100410","2010","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",69149,"Chesterfield County, Virginia",3229
"G5100590","2010","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",103010,"Fairfax County, Virginia",2121
"G5100610","2010","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",85614,"Fauquier County, Virginia",6123
"G5100690","2010","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",63331,"Frederick County, Virginia",5410
"G5100850","2010","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",71891,"Hanover County, Virginia",4420
"G5100870","2010","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",59202,"Henrico County, Virginia",3837
"G5100950","2010","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",74706,"James City County, Virginia",5106
"G5101070","2010","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",119540,"Loudoun County, Virginia",3915
"G5101210","2010","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",40685,"Montgomery County, Virginia",6701
"G5101530","2010","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",92655,"Prince William County, Virginia",3848
"G5101610","2010","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",57212,"Roanoke County, Virginia",4481
"G5101650","2010","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",48243,"Rockingham County, Virginia",3397
"G5101770","2010","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",72217,"Spotsylvania County, Virginia",3621
"G5101790","2010","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",94317,"Stafford County, Virginia",3923
"G5101990","2010","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",79120,"York County, Virginia",8129
"G5105100","2010","VA",,,"Virginia","51","Alexandria City","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",77793,"Alexandria city, Virginia",5014
"G5105500","2010","VA",,,"Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",68955,"Chesapeake city, Virginia",3078
"G5106500","2010","VA",,,"Virginia","51","Hampton City","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",51275,"Hampton city, Virginia",1446
"G5106800","2010","VA",,,"Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",35156,"Lynchburg city, Virginia",3544
"G5107000","2010","VA",,,"Virginia","51","Newport News City","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",50937,"Newport News city, Virginia",2777
"G5107100","2010","VA",,,"Virginia","51","Norfolk City","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",41613,"Norfolk city, Virginia",2134
"G5107400","2010","VA",,,"Virginia","51","Portsmouth City","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",43674,"Portsmouth city, Virginia",3013
"G5107600","2010","VA",,,"Virginia","51","Richmond City","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",39608,"Richmond city, Virginia",2341
"G5107700","2010","VA",,,"Virginia","51","Roanoke City","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",37472,"Roanoke city, Virginia",2681
"G5108000","2010","VA",,,"Virginia","51","Suffolk City","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",69294,"Suffolk city, Virginia",6608
"G5108100","2010","VA",,,"Virginia","51","Virginia Beach City","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",64212,"Virginia Beach city, Virginia",2475
"G5300050","2010","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",59766,"Benton County, Washington",4576
"G5300070","2010","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",46515,"Chelan County, Washington",3586
"G5300090","2010","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",38841,"Clallam County, Washington",4325
"G5300110","2010","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",54924,"Clark County, Washington",1932
"G5300150","2010","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",41054,"Cowlitz County, Washington",3274
"G5300210","2010","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",51457,"Franklin County, Washington",4390
"G5300250","2010","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",42337,"Grant County, Washington",3389
"G5300270","2010","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",40019,"Grays Harbor County, Washington",2812
"G5300290","2010","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",54839,"Island County, Washington",2833
"G5300330","2010","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",66174,"King County, Washington",944
"G5300350","2010","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",56303,"Kitsap County, Washington",3313
"G5300410","2010","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",38643,"Lewis County, Washington",3199
"G5300530","2010","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",56510,"Pierce County, Washington",1492
"G5300570","2010","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",55458,"Skagit County, Washington",2603
"G5300610","2010","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",63188,"Snohomish County, Washington",2639
"G5300630","2010","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",47039,"Spokane County, Washington",1627
"G5300670","2010","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",61011,"Thurston County, Washington",2332
"G5300730","2010","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",49938,"Whatcom County, Washington",2873
"G5300770","2010","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",40648,"Yakima County, Washington",2930
"G5400030","2010","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",50724,"Berkeley County, West Virginia",3014
"G5400110","2010","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",36153,"Cabell County, West Virginia",3836
"G5400330","2010","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",40589,"Harrison County, West Virginia",5176
"G5400390","2010","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",43474,"Kanawha County, West Virginia",2014
"G5400610","2010","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",42028,"Monongalia County, West Virginia",5385
"G5400810","2010","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",37982,"Raleigh County, West Virginia",5578
"G5401070","2010","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",39689,"Wood County, West Virginia",2983
"G5500090","2010","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",50743,"Brown County, Wisconsin",2533
"G5500250","2010","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",58661,"Dane County, Wisconsin",2283
"G5500270","2010","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",50797,"Dodge County, Wisconsin",2738
"G5500350","2010","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",42807,"Eau Claire County, Wisconsin",2882
"G5500390","2010","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",49718,"Fond du Lac County, Wisconsin",2846
"G5500550","2010","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",49611,"Jefferson County, Wisconsin",3944
"G5500590","2010","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",51887,"Kenosha County, Wisconsin",3031
"G5500630","2010","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",47085,"La Crosse County, Wisconsin",2653
"G5500710","2010","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",47298,"Manitowoc County, Wisconsin",3341
"G5500730","2010","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",49356,"Marathon County, Wisconsin",3168
"G5500790","2010","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",40509,"Milwaukee County, Wisconsin",750
"G5500870","2010","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",54498,"Outagamie County, Wisconsin",3920
"G5500890","2010","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",72213,"Ozaukee County, Wisconsin",6916
"G5500970","2010","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",48620,"Portage County, Wisconsin",4222
"G5501010","2010","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",51377,"Racine County, Wisconsin",2344
"G5501050","2010","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",46758,"Rock County, Wisconsin",2429
"G5501090","2010","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",62386,"St. Croix County, Wisconsin",4930
"G5501170","2010","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",49440,"Sheboygan County, Wisconsin",2873
"G5501270","2010","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",53388,"Walworth County, Wisconsin",3357
"G5501310","2010","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",60446,"Washington County, Wisconsin",3405
"G5501330","2010","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",70815,"Waukesha County, Wisconsin",2125
"G5501390","2010","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",48177,"Winnebago County, Wisconsin",2994
"G5501410","2010","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",43319,"Wood County, Wisconsin",3645
"G5600210","2010","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",48784,"Laramie County, Wyoming",3565
"G5600250","2010","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",51735,"Natrona County, Wyoming",2682
"G7200130","2010","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",16539,"Arecibo Municipio, Puerto Rico",1564
"G7200210","2010","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",23703,"Bayamón Municipio, Puerto Rico",1426
"G7200250","2010","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",22062,"Caguas Municipio, Puerto Rico",1306
"G7200310","2010","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",28410,"Carolina Municipio, Puerto Rico",1970
"G7200610","2010","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",31643,"Guaynabo Municipio, Puerto Rico",2226
"G7200970","2010","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",15381,"Mayagüez Municipio, Puerto Rico",1282
"G7201130","2010","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",16223,"Ponce Municipio, Puerto Rico",1148
"G7201270","2010","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",22905,"San Juan Municipio, Puerto Rico",1334
"G7201350","2010","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",25432,"Toa Alta Municipio, Puerto Rico",2993
"G7201370","2010","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",23296,"Toa Baja Municipio, Puerto Rico",2490
"G7201390","2010","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29120,"Trujillo Alto Municipio, Puerto Rico",3643
